0.000000 0.000000 0.00e+00
0.000000 0.003906 -1.61e-03
0.000000 0.007812 1.22e-01
0.000000 0.011719 1.70e-01
0.000000 0.015625 -4.96e-02
0.000000 0.019531 -1.13e-01
0.000000 0.023438 -2.88e-02
0.000000 0.027344 -1.19e-01
0.000000 0.031250 -7.53e-02
0.000000 0.035156 1.08e-01
0.000000 0.039062 1.15e-01
0.000000 0.042969 -4.93e-02
0.000000 0.046875 -6.35e-02
0.000000 0.050781 1.07e-01
0.000000 0.054688 4.62e-02
0.000000 0.058594 -4.32e-02
0.000000 0.062500 1.21e-01
0.000000 0.066406 8.67e-02
0.000000 0.070312 -7.82e-02
0.000000 0.074219 3.41e-02
0.000000 0.078125 4.09e-02
0.000000 0.082031 -1.17e-01
0.000000 0.085938 3.69e-02
0.000000 0.089844 1.77e-01
0.000000 0.093750 6.47e-03
0.000000 0.097656 -2.63e-02
0.000000 0.101562 4.39e-02
0.000000 0.105469 -4.36e-02
0.000000 0.109375 -1.25e-01
0.000000 0.113281 -8.73e-02
0.000000 0.117188 6.02e-02
0.000000 0.121094 6.81e-02
0.000000 0.125000 -4.59e-02
0.000000 0.128906 5.80e-02
0.000000 0.132812 7.52e-02
0.000000 0.136719 -1.68e-02
0.000000 0.140625 3.83e-03
0.000000 0.144531 -1.07e-02
0.000000 0.148438 8.18e-02
0.000000 0.152344 -1.34e-02
0.000000 0.156250 -1.40e-01
0.000000 0.160156 7.56e-02
0.000000 0.164062 1.30e-01
0.000000 0.167969 -2.92e-02
0.000000 0.171875 -6.24e-02
0.000000 0.175781 1.94e-01
0.000000 0.179688 3.93e-02
0.000000 0.183594 -1.46e-01
0.000000 0.187500 2.17e-03
0.000000 0.191406 -1.31e-02
0.000000 0.195312 2.84e-02
0.000000 0.199219 -6.89e-02
0.000000 0.203125 5.68e-03
0.000000 0.207031 -1.72e-01
0.000000 0.210938 1.32e-01
0.000000 0.214844 -6.24e-02
0.000000 0.218750 -8.00e-02
0.000000 0.222656 8.65e-02
0.000000 0.226562 -1.04e-01
0.000000 0.230469 7.78e-02
0.000000 0.234375 -7.26e-02
0.000000 0.238281 1.16e-01
0.000000 0.242188 -1.77e-01
0.000000 0.246094 1.87e-01
0.000000 0.250000 -7.32e-02
0.000000 0.253906 1.45e-01
0.000000 0.257812 -8.61e-02
0.000000 0.261719 1.68e-01
0.000000 0.265625 -1.71e-01
0.000000 0.269531 4.67e-02
0.000000 0.273438 -7.99e-02
0.000000 0.277344 6.63e-02
0.000000 0.281250 -7.72e-03
0.000000 0.285156 2.16e-02
0.000000 0.289062 7.67e-02
0.000000 0.292969 -1.96e-01
0.000000 0.296875 3.83e-02
0.000000 0.300781 -2.93e-02
0.000000 0.304688 1.63e-01
0.000000 0.308594 -1.70e-02
0.000000 0.312500 -1.29e-01
0.000000 0.316406 2.81e-03
0.000000 0.320312 1.17e-01
0.000000 0.324219 -6.71e-02
0.000000 0.328125 -5.86e-02
0.000000 0.332031 1.32e-01
0.000000 0.335938 -5.19e-02
0.000000 0.339844 -4.42e-02
0.000000 0.343750 1.59e-02
