4.987562e-03
4.131162e-02
5.563498e-05
1.000000e+00 4.142136e-01 
2.000000e+00 3.527618e-02 
3.000000e+00 1.461187e-02 
4.000000e+00 8.034340e-03 
5.000000e+00 5.089620e-03 
6.000000e+00 3.515123e-03 
7.000000e+00 2.574075e-03 
8.000000e+00 1.966601e-03 
9.000000e+00 1.551606e-03 
1.000000e+01 1.255501e-03 
1.100000e+01 1.036811e-03 
1.200000e+01 8.707037e-04 
1.300000e+01 7.415664e-04 
1.400000e+01 6.391830e-04 
1.500000e+01 5.566386e-04 
1.600000e+01 4.891176e-04 
1.700000e+01 4.331821e-04 
1.800000e+01 3.863244e-04 
1.900000e+01 3.466807e-04 
2.000000e+01 3.128423e-04 
2.100000e+01 2.837283e-04 
2.200000e+01 2.584982e-04 
2.300000e+01 2.364905e-04 
2.400000e+01 2.171789e-04 
2.500000e+01 2.001401e-04 
2.600000e+01 1.850310e-04 
2.700000e+01 1.715708e-04 
2.800000e+01 1.595278e-04 
2.900000e+01 1.487100e-04 
3.000000e+01 1.389564e-04 
3.100000e+01 1.301321e-04 
3.200000e+01 1.221225e-04 
3.300000e+01 1.148303e-04 
3.400000e+01 1.081724e-04 
3.500000e+01 1.020773e-04 
3.600000e+01 9.648319e-05 
3.700000e+01 9.133672e-05 
3.800000e+01 8.659133e-05 
3.900000e+01 8.220642e-05 
4.000000e+01 7.814637e-05 
4.100000e+01 7.437986e-05 
4.200000e+01 7.087926e-05 
4.300000e+01 6.762011e-05 
4.400000e+01 6.458071e-05 
4.500000e+01 6.174174e-05 
4.600000e+01 5.908594e-05 
4.700000e+01 5.659790e-05 
4.800000e+01 5.426378e-05 
4.900000e+01 5.207113e-05 
5.000000e+01 5.000875e-05 
5.100000e+01 4.806652e-05 
5.200000e+01 4.623529e-05 
5.300000e+01 4.450675e-05 
5.400000e+01 4.287337e-05 
5.500000e+01 4.132829e-05 
5.600000e+01 3.986526e-05 
5.700000e+01 3.847856e-05 
5.800000e+01 3.716298e-05 
5.900000e+01 3.591374e-05 
6.000000e+01 3.472644e-05 
6.100000e+01 3.359707e-05 
6.200000e+01 3.252191e-05 
6.300000e+01 3.149755e-05 
6.400000e+01 3.052084e-05 
6.500000e+01 2.958886e-05 
6.600000e+01 2.869893e-05 
6.700000e+01 2.784856e-05 
6.800000e+01 2.703543e-05 
6.900000e+01 2.625740e-05 
7.000000e+01 2.551248e-05 
7.100000e+01 2.479882e-05 
7.200000e+01 2.411469e-05 
7.300000e+01 2.345848e-05 
7.400000e+01 2.282870e-05 
7.500000e+01 2.222395e-05 
7.600000e+01 2.164291e-05 
7.700000e+01 2.108437e-05 
7.800000e+01 2.054717e-05 
7.900000e+01 2.003025e-05 
8.000000e+01 1.953259e-05 
8.100000e+01 1.905324e-05 
8.200000e+01 1.859133e-05 
8.300000e+01 1.814602e-05 
8.400000e+01 1.771652e-05 
8.500000e+01 1.730209e-05 
8.600000e+01 1.690203e-05 
8.700000e+01 1.651569e-05 
8.800000e+01 1.614244e-05 
8.900000e+01 1.578171e-05 
9.000000e+01 1.543293e-05 
9.100000e+01 1.509559e-05 
9.200000e+01 1.476919e-05 
9.300000e+01 1.445327e-05 
9.400000e+01 1.414737e-05 
9.500000e+01 1.385109e-05 
9.600000e+01 1.356401e-05 
9.700000e+01 1.328577e-05 
9.800000e+01 1.301600e-05 
9.900000e+01 1.275437e-05 
1.000000e+02 1.250055e-05 
